job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os
SVM_1026_215901,1634.876267,5.140435,0.070000,SVM,2000,0.000100,0.053294,10,80
