job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
SVM_1029_000618,0.000000,5.310016,0.070000,SVM,100,0.000100,85.446167,20,60,100,500,72,5,37586,460.638712,old
