job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
SVM_1029_131346,13448.854841,5.513519,0.070000,SVM,5000,0.000100,0.068309,20,60,100,500,102,31,52461,1174.627116,bo
