step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509117576.942952,1.507284,2.301503,0,24,12,6,10
2,1,1509117576.969881,1.567776,2.302172,0,24,12,6,10
3,1,1509117577.058757,1.511590,2.304637,0,24,12,6,10
4,1,1509117577.091121,1.692230,2.300206,0,24,12,6,10
5,1,1509117577.148630,1.735777,2.300634,0,24,12,6,10
6,2,1509117577.154053,0.191691,2.306114,0,24,12,6,10
7,1,1509117577.154456,1.756440,2.297590,0,24,12,6,10
8,3,1509117577.181640,0.194469,2.311446,0,24,12,6,10
9,1,1509117577.299220,1.813356,2.300844,0,24,12,6,10
10,1,1509117577.299478,1.892196,2.301695,0,24,12,6,10
11,5,1509117577.306944,0.198440,2.290315,0,24,12,6,10
12,4,1509117577.458322,0.383266,2.286776,0,24,12,6,10
13,9,1509117577.459694,0.277174,2.312397,0,24,12,6,10
14,8,1509117577.484329,0.315137,2.307226,0,24,12,6,10
15,1,1509117577.494455,2.078817,2.302930,0,24,12,6,10
16,12,1509117577.533252,0.225456,2.286661,0,24,12,6,10
17,1,1509117577.538223,2.421992,2.306909,0,24,12,6,10
18,8,1509117577.560147,0.405239,2.289305,0,24,12,6,10
19,1,1509117577.564527,2.134117,2.305839,0,24,12,6,10
20,8,1509117577.597503,0.421784,2.309716,0,24,12,6,10
21,14,1509117577.684065,0.223509,2.292013,0,24,12,6,10
22,12,1509117577.701355,0.388144,2.286069,0,24,12,6,10
23,12,1509117577.751422,0.432186,2.290322,0,24,12,6,10
24,15,1509117577.759048,0.273572,2.273678,0,24,12,6,10
25,1,1509117577.938308,2.499705,2.299985,0,24,12,6,10
26,17,1509117577.962968,0.428296,2.297569,0,24,12,6,10
27,22,1509117577.999877,0.314489,2.287265,0,24,12,6,10
28,21,1509117578.002190,0.403085,2.284235,0,24,12,6,10
29,20,1509117578.041433,0.479835,2.282013,0,24,12,6,10
30,25,1509117578.110904,0.350352,2.264956,0,24,12,6,10
31,24,1509117578.115764,0.363403,2.270602,0,24,12,6,10
32,18,1509117578.121074,0.581172,2.251957,0,24,12,6,10
33,14,1509117578.141268,0.681513,2.264800,0,24,12,6,10
34,23,1509117578.198751,0.495901,2.275015,0,24,12,6,10
35,16,1509117578.234535,0.720562,2.279219,0,24,12,6,10
36,27,1509117578.257833,0.293380,2.266776,0,24,12,6,10
37,20,1509117578.290906,0.705126,2.282107,0,24,12,6,10
38,29,1509117578.317604,0.316562,2.247672,0,24,12,6,10
39,27,1509117578.359789,0.399766,2.257736,0,24,12,6,10
40,29,1509117578.402081,0.398434,2.251824,0,24,12,6,10
41,30,1509117578.430844,0.387927,2.241643,0,24,12,6,10
42,32,1509117578.451118,0.334133,2.228304,0,24,12,6,10
43,33,1509117578.531507,0.408896,2.235943,0,24,12,6,10
44,35,1509117578.552712,0.352514,2.245599,0,24,12,6,10
45,32,1509117578.560340,0.447936,2.228451,0,24,12,6,10
46,39,1509117578.634375,0.315364,2.226794,0,24,12,6,10
47,36,1509117578.676679,0.440636,2.217482,0,24,12,6,10
48,40,1509117578.702819,0.342050,2.220513,0,24,12,6,10
49,43,1509117578.709775,0.257196,2.183138,0,24,12,6,10
50,34,1509117578.751932,0.609611,2.242002,0,24,12,6,10
51,37,1509117578.766423,0.507062,2.214936,0,24,12,6,10
52,38,1509117578.800982,0.508601,2.212743,0,24,12,6,10
53,42,1509117578.801867,0.369840,2.196162,0,24,12,6,10
54,41,1509117578.842570,0.439000,2.220972,0,24,12,6,10
55,46,1509117578.887031,0.325660,2.153385,0,24,12,6,10
56,44,1509117578.934875,0.401724,2.166646,0,24,12,6,10
57,45,1509117578.957333,0.403242,2.183230,0,24,12,6,10
58,47,1509117578.973889,0.338075,2.165090,0,24,12,6,10
59,50,1509117579.010599,0.299312,2.183239,0,24,12,6,10
60,52,1509117579.028884,0.261021,2.179572,0,24,12,6,10
61,49,1509117579.110607,0.406292,2.172896,0,24,12,6,10
62,48,1509117579.124288,0.446123,2.163700,0,24,12,6,10
63,54,1509117579.142550,0.339489,2.187735,0,24,12,6,10
64,54,1509117579.279900,0.477452,2.078565,0,24,12,6,10
65,55,1509117579.297157,0.453113,2.192649,0,24,12,6,10
66,61,1509117579.311335,0.280944,2.045895,0,24,12,6,10
67,59,1509117579.353244,0.378070,2.129355,0,24,12,6,10
68,57,1509117579.362614,0.426075,2.170530,0,24,12,6,10
69,58,1509117579.384334,0.425495,2.058238,0,24,12,6,10
70,60,1509117579.423435,0.411422,2.131276,0,24,12,6,10
71,64,1509117579.448799,0.305169,2.076196,0,24,12,6,10
72,56,1509117579.450270,0.562030,2.182936,0,24,12,6,10
73,51,1509117579.452062,0.698648,2.084546,0,24,12,6,10
74,63,1509117579.487944,0.362190,2.071786,0,24,12,6,10
75,62,1509117579.504393,0.392677,2.089585,0,24,12,6,10
76,68,1509117579.592463,0.237731,2.511035,0,24,12,6,10
77,65,1509117579.593485,0.312108,2.478535,0,24,12,6,10
78,69,1509117579.633983,0.269730,2.680761,0,24,12,6,10
79,70,1509117579.652205,0.266430,2.622554,0,24,12,6,10
80,71,1509117579.680610,0.255673,2.939393,0,24,12,6,10
81,74,1509117579.682591,0.230914,2.807770,0,24,12,6,10
82,66,1509117579.689086,0.390399,2.685358,0,24,12,6,10
83,74,1509117579.797584,0.344088,2.809050,0,24,12,6,10
84,84,1509117590.481487,1.735840,2.073054,1,28,8,3,13
85,84,1509117590.498962,1.798761,2.106398,1,28,8,3,13
86,84,1509117590.576513,1.876275,2.140968,1,28,8,3,13
87,84,1509117590.602335,1.891193,1.999774,1,28,8,3,13
88,84,1509117590.765268,2.039978,2.101184,1,28,8,3,13
89,86,1509117590.815515,0.312798,2.430439,1,28,8,3,13
90,86,1509117590.819347,0.298984,2.326276,1,28,8,3,13
91,84,1509117590.833499,2.136819,2.061501,1,28,8,3,13
92,84,1509117590.851640,2.109722,2.029654,1,28,8,3,13
93,87,1509117590.904616,0.306483,2.430538,1,28,8,3,13
94,88,1509117590.917286,0.293976,2.479570,1,28,8,3,13
95,91,1509117591.105253,0.288224,2.275244,1,28,8,3,13
96,89,1509117591.105688,0.318818,2.177925,1,28,8,3,13
97,91,1509117591.134563,0.313815,2.314682,1,28,8,3,13
98,84,1509117591.192472,2.495271,2.193741,1,28,8,3,13
99,92,1509117591.231800,0.385176,2.192252,1,28,8,3,13
100,93,1509117591.239655,0.373505,2.433011,1,28,8,3,13
101,95,1509117591.250739,0.332057,2.335849,1,28,8,3,13
102,94,1509117591.267464,0.361337,2.208311,1,28,8,3,13
103,97,1509117591.431883,0.325024,2.159252,1,28,8,3,13
104,98,1509117591.451111,0.315114,2.153524,1,28,8,3,13
105,97,1509117591.473073,0.366336,2.142995,1,28,8,3,13
106,99,1509117591.537300,0.343416,2.145214,1,28,8,3,13
107,102,1509117591.605955,0.353937,2.174415,1,28,8,3,13
108,101,1509117591.625431,0.384297,2.162491,1,28,8,3,13
109,103,1509117591.627062,0.358088,2.134950,1,28,8,3,13
110,100,1509117591.629244,0.395942,2.142162,1,28,8,3,13
111,104,1509117591.750429,0.317076,2.142937,1,28,8,3,13
112,105,1509117591.770497,0.318208,2.151252,1,28,8,3,13
113,106,1509117591.796115,0.321549,2.189176,1,28,8,3,13
114,107,1509117591.878846,0.340380,2.140618,1,28,8,3,13
115,108,1509117591.937900,0.330575,2.127581,1,28,8,3,13
116,110,1509117591.957896,0.329555,2.137538,1,28,8,3,13
117,110,1509117591.963351,0.336609,2.144839,1,28,8,3,13
118,111,1509117591.984428,0.354357,2.166124,1,28,8,3,13
119,112,1509117592.042574,0.290955,2.178670,1,28,8,3,13
