job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
CNN_1029_101725,1258.722943,5.571639,0.500000,CNN,300,0.000100,0.498910,20,60,100,500,51,3,27180,331.610075,bo
