1.0,26,5,2.30306,1511850938.0
25.0,26,5,2.30067,1511850939.2
49.0,26,5,2.30276,1511850940.36
75.0,26,5,2.30597,1511850941.54
97.0,26,5,2.30405,1511850942.71
121.0,26,5,2.29938,1511850944.04
151.0,26,5,2.30062,1511850945.24
177.0,26,5,2.29848,1511850946.44
203.0,26,5,2.30173,1511850947.59
227.0,26,5,2.30035,1511850948.87
253.0,26,5,2.30163,1511850950.05
279.0,26,5,2.30129,1511850951.17
303.0,26,5,2.30044,1511850952.4
328.0,26,5,2.30054,1511850953.57
353.0,26,5,2.29901,1511850954.75
378.0,26,5,2.29744,1511850955.91
405.0,26,5,2.29755,1511850957.07
429.0,26,5,2.29897,1511850958.43
457.0,26,5,2.29718,1511850959.59
484.0,26,5,2.29671,1511850960.77
507.0,26,5,2.29834,1511850961.93
532.0,26,5,2.29905,1511850963.26
562.0,26,5,2.30037,1511850964.45
586.0,26,5,2.29816,1511850965.67
613.0,26,5,2.29796,1511850966.86
640.0,26,5,2.29702,1511850968.0
663.0,26,5,2.29642,1511850969.15
688.0,26,5,2.29744,1511850970.4
714.0,26,5,2.29692,1511850971.85
744.0,26,5,2.2981,1511850973.05
771.0,26,5,2.29554,1511850974.25
798.0,26,5,2.296,1511850975.42
823.0,26,5,2.29341,1511850976.63
848.0,26,5,2.29585,1511850977.74
870.0,26,5,2.29588,1511850978.91
896.0,26,5,2.2933,1511850980.23
927.0,26,5,2.29248,1511850981.42
954.0,26,5,2.29251,1511850982.65
979.0,26,5,2.29468,1511850983.85
1005.0,26,5,2.29469,1511850985.18
1031.0,26,5,2.28974,1511850986.34
1058.0,26,5,2.29246,1511850987.63
1084.0,26,5,2.29216,1511850988.77
1109.0,26,5,2.29147,1511850990.03
1135.0,26,5,2.29188,1511850991.19
1160.0,26,5,2.29045,1511850992.37
1186.0,26,5,2.29107,1511850993.57
1212.0,26,5,2.29079,1511850994.67
1238.0,26,5,2.29306,1511850995.76
1264.0,26,5,2.29204,1511850997.02
1290.0,26,5,2.29271,1511850998.17
1315.0,26,5,2.29126,1511850999.27
1341.0,26,5,2.29151,1511851000.4
1363.0,26,5,2.28761,1511851001.68
1391.0,26,5,2.28999,1511851002.81
1414.0,26,5,2.28992,1511851004.07
1442.0,26,5,2.28931,1511851005.28
1468.0,26,5,2.28765,1511851006.53
1494.0,26,5,2.29194,1511851007.71
1519.0,26,5,2.29167,1511851008.98
1546.0,26,5,2.28728,1511851010.13
1573.0,26,5,2.2891,1511851011.32
1600.0,26,5,2.28441,1511851012.47
1625.0,26,5,2.28855,1511851013.67
1652.0,26,5,2.28684,1511851014.84
1676.0,26,5,2.2896,1511851016.03
1702.0,26,5,2.28749,1511851017.21
1727.0,26,5,2.28431,1511851018.4
1753.0,26,5,2.28706,1511851019.56
1777.0,26,5,2.28624,1511851020.72
1800.0,26,5,2.28564,1511851021.88
1825.0,26,5,2.28644,1511851023.38
1858.0,26,5,2.28411,1511851024.88
1888.0,26,5,2.28319,1511851026.23
1917.0,26,5,2.28866,1511851027.47
1944.0,26,5,2.28452,1511851028.69
1972.0,26,5,2.28428,1511851029.8
1996.0,26,5,2.28441,1511851030.93
2020.0,26,5,2.28601,1511851032.07
2044.0,26,5,2.28158,1511851033.2
2066.0,26,5,2.28316,1511851034.4
2092.0,26,5,2.28309,1511851035.66
2118.0,26,5,2.28336,1511851036.93
2147.0,26,5,2.28186,1511851038.16
2173.0,26,5,2.28271,1511851039.42
2201.0,26,5,2.28263,1511851040.82
2229.0,26,5,2.28379,1511851042.03
2256.0,26,5,2.28243,1511851043.13
2278.0,26,5,2.28289,1511851044.35
2306.0,26,5,2.28116,1511851045.57
2333.0,26,5,2.28353,1511851046.74
2356.0,26,5,2.2828,1511851047.98
2384.0,26,5,2.28189,1511851049.11
2408.0,26,5,2.27789,1511851050.26
2430.0,26,5,2.27957,1511851051.38
2454.0,26,5,2.279,1511851052.62
2481.0,26,5,2.2788,1511851053.72
2505.0,26,5,2.27941,1511851054.94
2531.0,26,5,2.27516,1511851056.21
2558.0,26,5,2.28086,1511851057.35
2584.0,26,5,2.27886,1511851058.46
2608.0,26,5,2.27883,1511851059.71
2635.0,26,5,2.27598,1511851060.91
2660.0,26,5,2.27855,1511851062.24
2688.0,26,5,2.27535,1511851063.46
2712.0,26,5,2.27616,1511851064.58
2738.0,26,5,2.27414,1511851065.78
2764.0,26,5,2.27845,1511851066.92
2788.0,26,5,2.27644,1511851068.19
2815.0,26,5,2.27566,1511851069.36
2840.0,26,5,2.2772,1511851070.53
2866.0,26,5,2.27618,1511851071.63
2892.0,26,5,2.27329,1511851072.8
2917.0,26,5,2.28063,1511851074.06
2944.0,26,5,2.27333,1511851075.42
2970.0,26,5,2.27388,1511851076.65
2995.0,26,5,2.27023,1511851077.85
3021.0,26,5,2.27452,1511851078.96
3047.0,26,5,2.2745,1511851080.22
3073.0,26,5,2.27329,1511851081.51
3100.0,26,5,2.27019,1511851082.8
3128.0,26,5,2.27354,1511851084.08
3155.0,26,5,2.27051,1511851085.22
3181.0,26,5,2.26902,1511851086.39
3206.0,26,5,2.273,1511851087.51
3230.0,26,5,2.26747,1511851088.68
3255.0,26,5,2.2712,1511851089.94
3282.0,26,5,2.26873,1511851091.24
3311.0,26,5,2.26949,1511851092.39
3334.0,26,5,2.27028,1511851093.56
3357.0,26,5,2.27066,1511851094.7
3381.0,26,5,2.2678,1511851095.88
3407.0,26,5,2.26919,1511851097.04
3432.0,26,5,2.26783,1511851098.23
3457.0,26,5,2.26827,1511851099.33
3483.0,26,5,2.26917,1511851100.74
3514.0,26,5,2.26957,1511851101.98
3542.0,26,5,2.26282,1511851103.09
3566.0,26,5,2.26316,1511851104.21
3587.0,26,5,2.26614,1511851105.4
3613.0,26,5,2.26268,1511851106.7
3640.0,26,5,2.26322,1511851107.98
3669.0,26,5,2.26666,1511851109.23
3694.0,26,5,2.26421,1511851110.37
3717.0,26,5,2.26466,1511851111.47
3741.0,26,5,2.26296,1511851112.69
3768.0,26,5,2.2656,1511851113.86
3793.0,26,5,2.25951,1511851114.95
3818.0,26,5,2.26045,1511851116.12
3843.0,26,5,2.259,1511851117.33
3869.0,26,5,2.26177,1511851118.53
3896.0,26,5,2.2614,1511851119.8
3922.0,26,5,2.26088,1511851120.91
3946.0,26,5,2.25564,1511851122.01
3969.0,26,5,2.25746,1511851123.21
3995.0,26,5,2.25949,1511851124.38
4020.0,26,5,2.25848,1511851125.63
4046.0,26,5,2.25522,1511851126.89
4074.0,26,5,2.2574,1511851128.0
4099.0,26,5,2.26231,1511851129.22
4127.0,26,5,2.26201,1511851130.59
4155.0,26,5,2.25434,1511851131.69
4178.0,26,5,2.24925,1511851132.9
4204.0,26,5,2.2556,1511851134.13
4231.0,26,5,2.25683,1511851135.39
4258.0,26,5,2.25065,1511851136.51
4282.0,26,5,2.24694,1511851137.62
4307.0,26,5,2.24787,1511851138.93
4335.0,26,5,2.24765,1511851140.15
4360.0,26,5,2.25668,1511851141.28
4387.0,26,5,2.24963,1511851142.49
4413.0,26,5,2.24768,1511851143.61
4436.0,26,5,2.25025,1511851144.71
4461.0,26,5,2.24171,1511851145.89
4486.0,26,5,2.24697,1511851147.13
4511.0,26,5,2.25562,1511851148.42
4542.0,26,5,2.25007,1511851149.61
4567.0,26,5,2.24947,1511851150.79
4592.0,26,5,2.24645,1511851151.97
4618.0,26,5,2.24607,1511851153.35
4647.0,26,5,2.25222,1511851154.69
4675.0,26,5,2.23447,1511851155.87
4700.0,26,5,2.24181,1511851157.03
4726.0,26,5,2.24292,1511851158.32
4752.0,26,5,2.24322,1511851159.59
4778.0,26,5,2.24165,1511851160.9
4807.0,26,5,2.24543,1511851162.17
4834.0,26,5,2.2434,1511851163.38
4860.0,26,5,2.24462,1511851164.62
4885.0,26,5,2.23601,1511851165.78
4910.0,26,5,2.23774,1511851166.96
4937.0,26,5,2.24165,1511851168.2
4963.0,26,5,2.23912,1511851169.33
4988.0,26,5,2.23159,1511851170.5
5013.0,26,5,2.22975,1511851171.62
5038.0,26,5,2.23792,1511851172.8
5064.0,26,5,2.23649,1511851174.0
5090.0,26,5,2.23847,1511851175.21
5116.0,26,5,2.23541,1511851176.38
5141.0,26,5,2.2429,1511851177.49
5166.0,26,5,2.23094,1511851178.98
5195.0,26,5,2.23173,1511851180.22
5222.0,26,5,2.23032,1511851181.36
5247.0,26,5,2.23204,1511851182.53
5273.0,26,5,2.21794,1511851183.7
5296.0,26,5,2.22203,1511851184.83
5321.0,26,5,2.23429,1511851185.95
5345.0,26,5,2.23007,1511851187.15
5371.0,26,5,2.22422,1511851188.32
5396.0,26,5,2.2227,1511851189.53
5424.0,26,5,2.2327,1511851190.71
5450.0,26,5,2.21714,1511851191.94
5476.0,26,5,2.2201,1511851193.11
5501.0,26,5,2.23074,1511851194.31
5525.0,26,5,2.22281,1511851195.48
5551.0,26,5,2.21606,1511851196.83
5584.0,26,5,2.2236,1511851198.03
5608.0,26,5,2.21575,1511851199.21
5634.0,26,5,2.22078,1511851200.4
5660.0,26,5,2.21346,1511851201.69
5687.0,26,5,2.20511,1511851202.8
5710.0,26,5,2.21976,1511851203.97
5734.0,26,5,2.21483,1511851205.2
5761.0,26,5,2.21653,1511851206.65
5795.0,26,5,2.21246,1511851207.82
5819.0,26,5,2.20066,1511851208.93
5841.0,26,5,2.20572,1511851210.18
5869.0,26,5,2.18778,1511851211.36
5894.0,26,5,2.22294,1511851212.63
5920.0,26,5,2.20901,1511851213.91
5947.0,26,5,2.20962,1511851215.12
5973.0,26,5,2.20658,1511851216.47
6002.0,26,5,2.20994,1511851217.8
6035.0,26,5,2.19682,1511851218.94
6058.0,26,5,2.20451,1511851220.39
6091.0,26,5,2.21817,1511851221.56
6116.0,26,5,2.20472,1511851222.66
6136.0,26,5,2.20222,1511851223.83
6161.0,26,5,2.19785,1511851225.08
6188.0,26,5,2.1959,1511851226.34
6216.0,26,5,2.1964,1511851227.55
6242.0,26,5,2.19814,1511851228.66
6265.0,26,5,2.20443,1511851229.75
6287.0,26,5,2.19256,1511851231.21
6321.0,26,5,2.18618,1511851232.49
6348.0,26,5,2.20149,1511851233.66
6373.0,26,5,2.18018,1511851234.88
6399.0,26,5,2.20592,1511851236.16
6426.0,26,5,2.18901,1511851237.33
6453.0,26,5,2.1899,1511851238.56
6478.0,26,5,2.19198,1511851239.84
6504.0,26,5,2.18672,1511851241.06
6529.0,26,5,2.18869,1511851242.29
6555.0,26,5,2.19598,1511851243.58
6584.0,26,5,2.18129,1511851244.87
6612.0,26,5,2.18309,1511851246.06
6642.0,26,5,2.19154,1511851247.25
6666.0,26,5,2.18194,1511851248.49
6692.0,26,5,2.17457,1511851249.64
6718.0,26,5,2.1646,1511851250.77
6741.0,26,5,2.18167,1511851251.91
6765.0,26,5,2.1793,1511851253.13
6790.0,26,5,2.18657,1511851254.3
6816.0,26,5,2.1815,1511851255.46
6839.0,26,5,2.16301,1511851256.57
6862.0,26,5,2.19572,1511851257.73
