step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509393487.163023,30.585312,0.693146,0,27,9,10,6
2,1,1509393487.909927,31.332041,0.693146,0,27,9,10,6
3,1,1509393518.864173,61.935013,0.693146,0,27,9,10,6
4,1,1509393521.265334,64.329512,0.693146,0,27,9,10,6
5,1,1509393522.631872,65.761442,0.693146,0,27,9,10,6
6,1,1509393523.322721,66.458179,0.693146,0,27,9,10,6
7,1,1509393524.151649,67.313795,0.693146,0,27,9,10,6
8,1,1509393524.571779,67.954413,0.693146,0,27,9,10,6
9,1,1509393525.655162,68.807183,0.693146,0,27,9,10,6
10,2,1509393527.368057,40.182690,0.689251,0,27,9,10,6
11,3,1509393527.876018,39.944040,0.687165,0,27,9,10,6
12,4,1509393535.709035,16.822772,0.673901,0,27,9,10,6
13,5,1509393543.815824,22.528872,0.671275,0,27,9,10,6
14,9,1509393553.079679,28.505994,0.658585,0,27,9,10,6
15,12,1509393558.619455,31.249695,0.650931,0,27,9,10,6
16,12,1509393559.072459,31.194724,0.650931,0,27,9,10,6
17,7,1509393578.177027,54.832062,0.665583,0,27,9,10,6
18,13,1509393580.836427,45.126416,0.648078,0,27,9,10,6
19,14,1509393582.217651,38.400162,0.645348,0,27,9,10,6
20,6,1509393585.599608,62.945821,0.668486,0,27,9,10,6
21,9,1509393591.659786,67.485913,0.659564,0,27,9,10,6
22,10,1509393591.970456,66.293547,0.655522,0,27,9,10,6
23,15,1509393596.220648,43.139095,0.641888,0,27,9,10,6
24,17,1509393597.233941,38.159822,0.636663,0,27,9,10,6
25,17,1509393598.955418,40.334271,0.637581,0,27,9,10,6
26,18,1509393607.429576,29.250880,0.626600,0,27,9,10,6
27,19,1509393610.377505,29.539364,0.628344,0,27,9,10,6
28,20,1509393612.468964,30.249635,0.626886,0,27,9,10,6
29,21,1509393612.902205,27.300974,0.617811,0,27,9,10,6
30,23,1509393620.480384,28.508282,0.611447,0,27,9,10,6
31,23,1509393623.698127,32.036698,0.611447,0,27,9,10,6
32,25,1509393629.235852,32.000232,0.615783,0,27,9,10,6
33,26,1509393632.633897,33.676837,0.614400,0,27,9,10,6
34,24,1509393638.029244,41.806740,0.617700,0,27,9,10,6
35,27,1509393644.055272,36.624105,0.609361,0,27,9,10,6
36,28,1509393649.717932,39.338706,0.609984,0,27,9,10,6
37,30,1509393652.638162,40.167675,0.606463,0,27,9,10,6
38,30,1509393654.783032,41.879198,0.601133,0,27,9,10,6
39,31,1509393663.752370,43.270285,0.597130,0,27,9,10,6
40,32,1509393667.629461,43.929682,0.594115,0,27,9,10,6
41,34,1509393670.809975,38.174367,0.598194,0,27,9,10,6
42,33,1509393672.827487,43.589936,0.601144,0,27,9,10,6
43,35,1509393679.152268,41.121189,0.592300,0,27,9,10,6
44,36,1509393684.801872,40.744986,0.587765,0,27,9,10,6
45,37,1509393685.578508,35.858913,0.590380,0,27,9,10,6
46,38,1509393686.961843,34.322039,0.588330,0,27,9,10,6
47,39,1509393690.730566,35.945844,0.578166,0,27,9,10,6
48,40,1509393695.276124,31.522164,0.573583,0,27,9,10,6
49,41,1509393698.110952,30.479794,0.571453,0,27,9,10,6
50,42,1509393699.787528,28.975764,0.580819,0,27,9,10,6
51,43,1509393700.744665,27.915513,0.578839,0,27,9,10,6
52,44,1509393701.332205,22.178092,0.573361,0,27,9,10,6
53,53,1509393785.337078,62.887525,0.544742,1,6,30,1,15
54,53,1509393843.395373,120.941492,0.544742,1,6,30,1,15
55,53,1509393873.627379,151.170277,0.544742,1,6,30,1,15
56,53,1509393875.400403,152.399858,0.544742,1,6,30,1,15
57,53,1509393876.764709,154.314468,0.544742,1,6,30,1,15
58,53,1509393880.802387,158.347710,0.544742,1,6,30,1,15
59,53,1509393881.047626,158.045143,0.544742,1,6,30,1,15
60,53,1509393883.563146,161.109486,0.544742,1,6,30,1,15
61,53,1509393884.067570,161.064993,0.544742,1,6,30,1,15
62,53,1509393884.593215,162.136468,0.544742,1,6,30,1,15
63,53,1509393888.012952,165.558139,0.544742,1,6,30,1,15
64,53,1509393890.358918,167.909509,0.544742,1,6,30,1,15
65,53,1509393893.248045,170.787415,0.544742,1,6,30,1,15
66,53,1509393935.684775,213.223490,0.544742,1,6,30,1,15
67,53,1509393939.127642,216.127903,0.544742,1,6,30,1,15
68,53,1509393941.461027,219.003284,0.544742,1,6,30,1,15
69,53,1509393942.391262,219.935337,0.544742,1,6,30,1,15
70,53,1509393943.944977,221.484024,0.544742,1,6,30,1,15
71,53,1509393944.657636,222.203220,0.544742,1,6,30,1,15
72,53,1509393945.645667,223.196316,0.544742,1,6,30,1,15
73,53,1509393946.345382,223.343381,0.544742,1,6,30,1,15
74,53,1509393947.456081,225.000998,0.544742,1,6,30,1,15
75,53,1509393948.631080,226.173364,0.544742,1,6,30,1,15
76,53,1509393949.527095,227.077062,0.544742,1,6,30,1,15
77,53,1509393949.994786,227.510507,0.544742,1,6,30,1,15
78,53,1509393951.242723,228.792998,0.544742,1,6,30,1,15
79,53,1509393951.932539,229.478540,0.544742,1,6,30,1,15
80,53,1509393954.433817,231.433312,0.544742,1,6,30,1,15
81,54,1509393954.823357,169.462561,0.541930,1,6,30,1,15
82,53,1509393956.868455,234.417814,0.544742,1,6,30,1,15
83,55,1509393959.163729,115.746470,0.521058,1,6,30,1,15
84,53,1509393962.520473,239.517429,0.544742,1,6,30,1,15
85,57,1509393973.356287,97.933883,0.518333,1,6,30,1,15
86,56,1509393975.307165,101.660363,0.519061,1,6,30,1,15
87,58,1509393981.720917,104.934064,0.517634,1,6,30,1,15
88,60,1509393984.828450,103.758823,0.515688,1,6,30,1,15
89,60,1509393986.095289,105.270515,0.515688,1,6,30,1,15
90,62,1509393988.304614,104.718544,0.514457,1,6,30,1,15
91,62,1509393991.101017,107.011341,0.513870,1,6,30,1,15
92,64,1509393992.806342,104.771238,0.512661,1,6,30,1,15
93,65,1509393993.257552,102.876394,0.512109,1,6,30,1,15
94,66,1509393994.703659,101.433578,0.510928,1,6,30,1,15
