job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
LR_1030_195726,0.000000,8.618068,0.001000,LR,1000,0.001000,0.019471,10,35,10,100,21,0,2714,3704.250605,bo
