job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
CNN_1029_095548,1283.014492,5.602216,0.500000,CNN,200,0.000100,0.494630,20,60,100,500,47,13,25109,298.703480,bo
