job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
CNN_1029_103832,1426.671297,5.623350,0.500000,CNN,400,0.000100,0.486729,20,60,100,500,54,10,28287,344.516750,bo
