job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os
SVM_1026_092830,2339.149195,5.270822,0.070000,SVM,2000,0.001000,0.068439,10,40
