job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration
SVM_1028_131632,0.000000,5.337641,0.070000,SVM,2000,0.000100,34.537556,10,60,400,200,34,9,8770,335.533668
