step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509225025.362806,2.190602,0.958899,0,22,14,9,7
2,2,1509225026.299955,2.752794,0.984041,0,22,14,9,7
3,2,1509225027.124429,3.913840,0.976404,0,22,14,9,7
4,2,1509225027.873548,4.308523,0.993273,0,22,14,9,7
5,2,1509225027.880909,4.267135,0.959924,0,22,14,9,7
6,2,1509225027.901148,4.350720,0.964857,0,22,14,9,7
7,2,1509225028.097488,4.556594,0.955604,0,22,14,9,7
8,2,1509225028.152583,4.538990,0.961844,0,22,14,9,7
9,4,1509225028.205661,2.817749,0.947650,0,22,14,9,7
10,2,1509225028.225336,4.654796,0.952406,0,22,14,9,7
11,2,1509225028.233520,4.653000,0.973884,0,22,14,9,7
12,2,1509225028.241163,4.586499,0.965260,0,22,14,9,7
13,2,1509225028.263026,4.723112,0.964553,0,22,14,9,7
14,2,1509225028.273284,4.721893,0.955572,0,22,14,9,7
15,2,1509225028.302542,4.664070,0.984950,0,22,14,9,7
16,8,1509225028.438811,2.116409,1.013849,0,22,14,9,7
17,17,1509225029.427481,2.300801,0.900155,0,22,14,9,7
18,18,1509225030.956967,3.061723,0.942878,0,22,14,9,7
19,18,1509225031.096851,2.656115,0.926974,0,22,14,9,7
20,18,1509225031.248536,3.041029,0.890598,0,22,14,9,7
21,18,1509225031.542855,3.619756,0.847873,0,22,14,9,7
22,18,1509225031.772950,3.869820,0.862989,0,22,14,9,7
23,18,1509225032.199852,3.944471,0.876231,0,22,14,9,7
24,18,1509225032.212027,3.964852,0.857905,0,22,14,9,7
25,18,1509225032.235802,4.116194,0.888467,0,22,14,9,7
26,18,1509225032.286976,4.113122,0.842822,0,22,14,9,7
27,18,1509225032.295662,4.010906,0.838696,0,22,14,9,7
28,18,1509225032.307234,4.012810,0.920207,0,22,14,9,7
29,18,1509225032.314824,4.051685,0.846037,0,22,14,9,7
30,21,1509225032.325025,2.895290,0.867800,0,22,14,9,7
31,18,1509225032.333795,4.009477,0.932902,0,22,14,9,7
32,32,1509225033.028638,2.069671,0.927645,0,22,14,9,7
33,32,1509225033.170985,2.072105,0.860795,0,22,14,9,7
34,33,1509225033.442644,2.192187,0.875437,0,22,14,9,7
35,34,1509225033.569139,2.024363,0.822690,0,22,14,9,7
36,36,1509225033.849116,2.074222,0.785746,0,22,14,9,7
37,37,1509225035.065836,2.863993,0.828896,0,22,14,9,7
38,37,1509225035.575829,3.362151,0.823229,0,22,14,9,7
39,37,1509225035.788405,3.490726,0.799567,0,22,14,9,7
40,37,1509225035.811055,2.780236,0.949091,0,22,14,9,7
41,37,1509225035.978310,3.669087,0.858309,0,22,14,9,7
42,37,1509225036.037372,3.748375,0.806400,0,22,14,9,7
43,38,1509225036.045251,2.872259,0.823636,0,22,14,9,7
44,37,1509225036.072701,3.745493,0.850442,0,22,14,9,7
45,37,1509225036.087104,3.751598,0.847070,0,22,14,9,7
46,37,1509225036.165596,3.927749,0.799414,0,22,14,9,7
47,37,1509225036.245500,3.928659,0.813682,0,22,14,9,7
48,39,1509225036.266214,2.415215,0.807711,0,22,14,9,7
49,38,1509225036.299511,2.854874,0.846131,0,22,14,9,7
50,38,1509225036.310608,2.739634,0.798189,0,22,14,9,7
51,51,1509225037.253277,2.185463,0.783445,0,22,14,9,7
52,52,1509225037.658907,2.081073,0.739772,0,22,14,9,7
53,53,1509225038.975788,3.162718,0.840525,0,22,14,9,7
54,53,1509225038.994604,3.014312,0.745872,0,22,14,9,7
55,53,1509225039.377537,3.587133,0.732275,0,22,14,9,7
56,53,1509225039.651398,3.383208,0.794423,0,22,14,9,7
57,53,1509225039.756836,3.455304,0.821640,0,22,14,9,7
58,53,1509225039.795804,3.748532,0.793365,0,22,14,9,7
59,53,1509225039.939700,3.900336,0.737715,0,22,14,9,7
60,53,1509225039.982807,3.670597,0.845070,0,22,14,9,7
61,53,1509225040.118486,3.950816,0.756095,0,22,14,9,7
62,53,1509225040.129877,3.882454,0.681818,0,22,14,9,7
63,55,1509225040.156016,2.900773,0.788447,0,22,14,9,7
64,53,1509225040.167385,4.092573,0.757713,0,22,14,9,7
65,53,1509225040.178971,4.089979,0.804876,0,22,14,9,7
66,56,1509225040.199512,2.538687,0.754738,0,22,14,9,7
67,67,1509225041.216569,2.220091,0.729297,0,22,14,9,7
68,67,1509225041.266111,2.288343,0.883146,0,22,14,9,7
69,69,1509225041.816188,2.436609,0.743859,0,22,14,9,7
70,69,1509225041.936536,2.283145,0.689968,0,22,14,9,7
71,69,1509225042.316895,2.519058,0.642910,0,22,14,9,7
72,69,1509225042.537815,2.779097,0.752905,0,22,14,9,7
73,69,1509225042.654393,2.712706,0.791132,0,22,14,9,7
74,70,1509225042.894586,2.909814,0.803988,0,22,14,9,7
75,71,1509225043.063995,2.862676,0.816437,0,22,14,9,7
76,71,1509225043.077264,2.919280,0.695841,0,22,14,9,7
77,70,1509225043.268091,3.136216,0.710802,0,22,14,9,7
78,71,1509225043.291580,3.121981,0.660900,0,22,14,9,7
79,71,1509225043.306434,3.125452,0.728159,0,22,14,9,7
80,71,1509225043.314364,3.193962,0.714843,0,22,14,9,7
81,75,1509225043.446556,2.228223,0.700255,0,22,14,9,7
82,77,1509225043.531116,2.263000,0.830791,0,22,14,9,7
83,83,1509225043.969076,2.151011,0.660917,0,22,14,9,7
84,83,1509225044.080740,2.142382,0.774661,0,22,14,9,7
85,85,1509225044.407736,2.088941,0.582234,0,22,14,9,7
86,85,1509225044.672368,2.132862,0.692627,0,22,14,9,7
87,86,1509225045.033028,2.376666,0.655988,0,22,14,9,7
88,87,1509225045.181879,2.116161,0.648410,0,22,14,9,7
89,87,1509225045.567151,2.487951,0.598785,0,22,14,9,7
90,87,1509225045.585230,2.688613,0.761530,0,22,14,9,7
91,88,1509225045.744497,2.428536,0.627802,0,22,14,9,7
92,88,1509225046.108359,2.838310,0.550452,0,22,14,9,7
93,89,1509225046.125800,2.677350,0.598402,0,22,14,9,7
94,89,1509225046.187433,2.654349,0.806568,0,22,14,9,7
95,89,1509225046.226063,2.932253,0.619323,0,22,14,9,7
96,89,1509225046.244190,2.935765,0.688151,0,22,14,9,7
97,97,1509225057.970781,2.677931,0.671243,1,29,7,8,8
98,97,1509225058.347585,2.733000,0.567133,1,29,7,8,8
99,97,1509225058.674229,3.058154,0.616210,1,29,7,8,8
100,97,1509225058.697641,3.038750,0.470084,1,29,7,8,8
101,97,1509225058.741720,3.117050,0.606237,1,29,7,8,8
102,97,1509225058.750669,3.161774,0.708532,1,29,7,8,8
103,97,1509225058.810733,3.229870,0.567113,1,29,7,8,8
104,104,1509225060.525713,2.552653,0.540508,1,29,7,8,8
105,104,1509225060.883301,2.514265,0.672550,1,29,7,8,8
106,104,1509225061.191770,2.495472,0.652609,1,29,7,8,8
107,105,1509225061.330579,2.558023,0.586707,1,29,7,8,8
108,105,1509225061.458599,2.625612,0.671555,1,29,7,8,8
109,105,1509225061.495340,2.775591,0.630162,1,29,7,8,8
110,105,1509225061.514487,2.750964,0.572901,1,29,7,8,8
111,111,1509225062.628747,2.100805,0.568195,1,29,7,8,8
112,111,1509225062.799251,1.914021,0.731345,1,29,7,8,8
113,113,1509225063.480487,2.286821,0.611679,1,29,7,8,8
114,113,1509225063.521180,2.188820,0.613889,1,29,7,8,8
115,113,1509225063.640429,2.179905,0.729088,1,29,7,8,8
116,113,1509225063.759533,2.262220,0.649872,1,29,7,8,8
117,113,1509225063.802455,2.285968,0.447770,1,29,7,8,8
118,118,1509225064.911329,2.110510,0.748133,1,29,7,8,8
119,118,1509225064.991490,2.360503,0.561121,1,29,7,8,8
120,120,1509225065.776321,2.293888,0.655429,1,29,7,8,8
121,120,1509225065.868642,2.345861,0.765039,1,29,7,8,8
122,120,1509225065.981693,2.339241,0.743343,1,29,7,8,8
123,120,1509225066.080098,2.318847,0.556592,1,29,7,8,8
124,120,1509225066.143027,2.338720,0.571940,1,29,7,8,8
125,125,1509225067.035330,2.122005,0.705132,1,29,7,8,8
126,125,1509225067.255060,2.261473,0.557669,1,29,7,8,8
127,127,1509225067.848495,2.070253,0.607750,1,29,7,8,8
128,127,1509225068.115342,2.244770,0.543966,1,29,7,8,8
129,127,1509225068.307598,2.323871,0.700794,1,29,7,8,8
130,128,1509225068.330072,2.248178,0.496175,1,29,7,8,8
131,128,1509225068.467134,2.322182,0.528001,1,29,7,8,8
132,132,1509225069.035253,1.997910,0.634604,1,29,7,8,8
133,133,1509225069.511520,2.254289,0.598394,1,29,7,8,8
134,133,1509225069.728467,1.877935,0.604350,1,29,7,8,8
135,135,1509225070.378486,2.261172,0.512730,1,29,7,8,8
136,135,1509225070.549912,2.240360,0.630432,1,29,7,8,8
137,135,1509225070.603804,2.271862,0.546228,1,29,7,8,8
138,136,1509225070.812005,2.343019,0.632872,1,29,7,8,8
139,139,1509225071.213910,2.176688,0.674944,1,29,7,8,8
140,140,1509225071.978463,2.464690,0.529310,1,29,7,8,8
141,140,1509225072.037272,2.306791,0.640888,1,29,7,8,8
