step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509048616.993517,2.392232,0.962699,0,6,30,7,9
2,1,1509048618.132584,3.480941,0.975399,0,6,30,7,9
3,1,1509048618.344539,3.666618,0.995700,0,6,30,7,9
4,1,1509048618.377720,3.722279,0.977600,0,6,30,7,9
5,1,1509048618.889582,4.229954,0.949782,0,6,30,7,9
6,1,1509048618.956000,4.603752,0.940978,0,6,30,7,9
7,1,1509048619.293327,4.614129,0.964687,0,6,30,7,9
8,1,1509048619.716621,5.082920,0.946480,0,6,30,7,9
9,1,1509048620.019277,5.274997,0.976191,0,6,30,7,9
10,1,1509048620.242459,5.550993,0.957484,0,6,30,7,9
11,1,1509048620.299209,5.674170,0.959885,0,6,30,7,9
12,1,1509048621.210170,6.608495,0.960686,0,6,30,7,9
13,7,1509048621.253382,4.238339,0.967491,0,6,30,7,9
14,1,1509048621.585401,6.901236,0.952182,0,6,30,7,9
15,1,1509048621.713667,6.901861,0.958694,0,6,30,7,9
16,1,1509048621.728192,7.021991,0.978292,0,6,30,7,9
17,1,1509048621.739688,7.078701,0.978892,0,6,30,7,9
18,1,1509048621.777959,7.058225,0.966288,0,6,30,7,9
19,1,1509048621.788584,7.062861,0.970689,0,6,30,7,9
20,1,1509048621.810992,7.175965,0.963587,0,6,30,7,9
21,1,1509048621.842163,7.096646,0.995698,0,6,30,7,9
22,1,1509048621.851368,7.185184,0.951882,0,6,30,7,9
23,1,1509048621.864298,7.173870,0.965687,0,6,30,7,9
24,1,1509048621.871240,7.108923,0.953382,0,6,30,7,9
25,1,1509048621.912031,7.235808,0.959385,0,6,30,7,9
26,1,1509048621.928849,7.113271,0.962686,0,6,30,7,9
27,1,1509048621.971087,7.318538,0.966487,0,6,30,7,9
28,1,1509048622.033736,7.390676,0.959585,0,6,30,7,9
29,9,1509048622.044179,3.890926,0.965146,0,6,30,7,9
30,1,1509048622.049870,7.279372,0.962785,0,6,30,7,9
31,1,1509048622.230963,7.506779,0.960785,0,6,30,7,9
32,10,1509048622.316104,3.916181,0.972296,0,6,30,7,9
33,10,1509048622.399544,4.033144,0.988275,0,6,30,7,9
34,12,1509048622.430747,3.637996,0.954654,0,6,30,7,9
35,12,1509048622.435940,3.477696,0.912081,0,6,30,7,9
36,14,1509048622.460483,3.145510,0.928281,0,6,30,7,9
37,12,1509048622.466736,3.559052,0.957970,0,6,30,7,9
38,15,1509048622.660367,2.922156,0.938851,0,6,30,7,9
39,21,1509048622.695286,2.654401,0.961087,0,6,30,7,9
40,31,1509048622.788461,2.524099,0.937152,0,6,30,7,9
41,31,1509048622.824564,2.504024,0.954482,0,6,30,7,9
42,42,1509048623.368574,2.136808,0.913658,0,6,30,7,9
43,42,1509048623.502835,2.247584,0.932800,0,6,30,7,9
44,43,1509048623.904884,2.303227,0.902341,0,6,30,7,9
45,44,1509048626.905864,5.107172,0.949215,0,6,30,7,9
46,44,1509048626.945189,5.208989,0.892685,0,6,30,7,9
47,44,1509048627.149461,5.387530,0.939293,0,6,30,7,9
48,44,1509048628.150089,6.400274,0.923339,0,6,30,7,9
49,44,1509048628.446758,6.400597,0.922159,0,6,30,7,9
50,44,1509048628.539756,6.676455,0.970651,0,6,30,7,9
51,44,1509048628.642730,6.769452,0.897352,0,6,30,7,9
52,44,1509048628.956170,7.124160,0.941813,0,6,30,7,9
53,44,1509048628.969579,7.085206,0.889812,0,6,30,7,9
54,44,1509048629.002154,7.009258,0.904331,0,6,30,7,9
