job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration
CNN_1028_170427,1090.435828,5.620432,0.500000,CNN,100,0.000100,0.498994,25,60,100,500,35,14,19700,337.837091
