job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration
SVM_1028_191525,2046.242440,5.354009,0.070000,SVM,2000,0.000100,0.069748,15,60,100,500,15,2,8656,485.180521
