job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
SVM_1029_072145,1427.811052,5.121011,0.070000,SVM,2000,0.000200,0.062588,20,60,100,500,7,7,5171,684.949433,bo
