16
42
1,26,1,1,6,100,0.0001,1,0.477325,1644.68004799
1,26,1,1,6,100,0.0001,4,0.490918,1053.30337691
1,26,1,1,6,100,0.0001,7,0.450449,963.37985301
1,26,1,1,6,100,0.0001,10,0.4597,1082.67392802
1,26,1,1,6,100,0.0001,13,0.491596,1083.6205709
1,26,1,1,6,100,0.0001,16,0.482939,1050.32122898
1,26,1,1,6,100,0.0001,19,0.483394,1020.30110312
1,26,1,1,6,100,0.0001,22,0.468309,991.850376129
3,24,1,1,6,100,0.0001,1,0.48418,1496.46916294
3,24,1,1,6,100,0.0001,4,0.498598,930.7664361
3,24,1,1,6,100,0.0001,7,0.498278,848.622061968
3,24,1,1,6,100,0.0001,10,0.494179,825.220232964
3,24,1,1,6,100,0.0001,13,0.477753,803.871650934
3,24,1,1,6,100,0.0001,16,0.417681,795.144412041
3,24,1,1,6,100,0.0001,19,0.416088,809.969022989
3,24,1,1,6,100,0.0001,22,0.461518,825.026273966
5,22,1,1,6,100,0.0001,1,0.48868,1523.1713779
5,22,1,1,6,100,0.0001,4,0.498774,854.3504498
5,22,1,1,6,100,0.0001,7,0.494524,808.720031023
5,22,1,1,6,100,0.0001,10,0.49015,817.365490198
5,22,1,1,6,100,0.0001,13,0.449648,768.112680197
5,22,1,1,6,100,0.0001,16,0.495169,801.813940048
5,22,1,1,6,100,0.0001,19,0.413635,784.067252874
5,22,1,1,6,100,0.0001,22,0.498468,892.321541071
7,20,1,1,6,100,0.0001,1,0.47754,1643.46374893
7,20,1,1,6,100,0.0001,4,0.497191,824.360800028
7,20,1,1,6,100,0.0001,7,0.499324,720.309047937
7,20,1,1,6,100,0.0001,10,0.458465,751.144768953
7,20,1,1,6,100,0.0001,13,0.48382,765.000874996
7,20,1,1,6,100,0.0001,16,0.456581,667.282577991
7,20,1,1,6,100,0.0001,19,0.496189,784.593831062
7,20,1,1,6,100,0.0001,22,0.445915,647.076550961
9,18,1,1,6,100,0.0001,1,0.49151,1630.42423701
9,18,1,1,6,100,0.0001,4,0.471525,702.532341957
9,18,1,1,6,100,0.0001,7,0.479639,738.950843096
9,18,1,1,6,100,0.0001,10,0.465886,690.73707509
9,18,1,1,6,100,0.0001,13,0.454015,642.738276005
9,18,1,1,6,100,0.0001,16,0.448494,741.402968168
9,18,1,1,6,100,0.0001,19,0.468659,744.599195957
9,18,1,1,6,100,0.0001,22,0.479864,695.084730148
11,16,1,1,6,100,0.0001,1,0.455643,1559.56840205
11,16,1,1,6,100,0.0001,4,0.426543,809.391983986
11,16,1,1,6,100,0.0001,7,0.498593,674.829988956
11,16,1,1,6,100,0.0001,10,0.480435,764.200928926
11,16,1,1,6,100,0.0001,13,0.466523,671.528790951
11,16,1,1,6,100,0.0001,16,0.477633,684.961719036
11,16,1,1,6,100,0.0001,19,0.474688,703.127177954
11,16,1,1,6,100,0.0001,22,0.49613,785.576714993
13,14,1,1,6,100,0.0001,1,0.490522,1717.196208
13,14,1,1,6,100,0.0001,4,0.491846,773.084553957
13,14,1,1,6,100,0.0001,7,0.468958,648.829844952
13,14,1,1,6,100,0.0001,10,0.484357,727.382729053
13,14,1,1,6,100,0.0001,13,0.496596,701.936797857
13,14,1,1,6,100,0.0001,16,0.476038,673.819054127
13,14,1,1,6,100,0.0001,19,0.468483,705.606089115
13,14,1,1,6,100,0.0001,22,0.491474,686.990661144
15,12,1,1,6,100,0.0001,1,0.488848,1920.865273
15,12,1,1,6,100,0.0001,4,0.493569,820.236390114
15,12,1,1,6,100,0.0001,7,0.452409,628.870418072
15,12,1,1,6,100,0.0001,10,0.478744,712.647775173
15,12,1,1,6,100,0.0001,13,0.463381,703.325809002
15,12,1,1,6,100,0.0001,16,0.492613,685.424083948
15,12,1,1,6,100,0.0001,19,0.412831,695.858467817
15,12,1,1,6,100,0.0001,22,0.493867,652.195464134
17,10,1,1,6,100,0.0001,1,0.499676,2128.44842601
17,10,1,1,6,100,0.0001,4,0.491935,871.804638147
17,10,1,1,6,100,0.0001,7,0.495604,656.185651779
17,10,1,1,6,100,0.0001,10,0.471747,654.511974096
17,10,1,1,6,100,0.0001,13,0.494486,525.580783129
17,10,1,1,6,100,0.0001,16,0.446296,693.956149817
17,10,1,1,6,100,0.0001,19,0.465879,671.729304075
17,10,1,1,6,100,0.0001,22,0.44603,729.528287888
19,8,1,1,6,100,0.0001,1,0.422706,2209.81712604
19,8,1,1,6,100,0.0001,4,0.488723,898.64486289
19,8,1,1,6,100,0.0001,7,0.445897,689.207485199
19,8,1,1,6,100,0.0001,10,0.441607,619.78688693
19,8,1,1,6,100,0.0001,13,0.413801,637.408987999
19,8,1,1,6,100,0.0001,16,0.457926,710.80527401
19,8,1,1,6,100,0.0001,19,0.471429,686.438672781
19,8,1,1,6,100,0.0001,22,0.474157,624.134166002
