16
42


























16
42


























16
42
5,22,1,1,6,100,0.0001,2,14,0.478361,816.0496521
5,22,1,1,6,100,0.0001,3,13,0.495479,805.200470924
5,22,1,1,6,100,0.0001,4,12,0.467137,740.313832045
5,22,1,1,6,100,0.0001,5,11,0.490002,808.799226999
5,22,1,1,6,100,0.0001,6,10,0.495997,721.719136
5,22,1,1,6,100,0.0001,7,9,0.464816,711.57199192
5,22,1,1,6,100,0.0001,8,8,0.49119,651.327435017
5,22,1,1,6,100,0.0001,9,7,0.462391,747.42663908
5,22,1,1,6,100,0.0001,10,6,0.495031,697.55362606
5,22,1,1,6,100,0.0001,11,5,0.48322,703.705672979
5,22,1,1,6,100,0.0001,12,4,0.4377,727.648571014
5,22,1,1,6,100,0.0001,13,3,0.474378,718.447926044
5,22,1,1,6,100,0.0001,14,2,0.450508,724.296301126
5,22,1,1,6,100,0.0001,15,1,0.483638,802.740138769
7,20,1,1,6,100,0.0001,2,14,0.472307,810.587442875
7,20,1,1,6,100,0.0001,3,13,0.451787,779.24071002
7,20,1,1,6,100,0.0001,4,12,0.460355,741.137593031
7,20,1,1,6,100,0.0001,5,11,0.47772,728.287390947
7,20,1,1,6,100,0.0001,6,10,0.483208,668.66025281
7,20,1,1,6,100,0.0001,7,9,0.482356,714.279216051
7,20,1,1,6,100,0.0001,8,8,0.448437,617.347776175
7,20,1,1,6,100,0.0001,9,7,0.470323,720.825813055
7,20,1,1,6,100,0.0001,10,6,0.484579,729.925616026
7,20,1,1,6,100,0.0001,11,5,0.427192,675.596961975
7,20,1,1,6,100,0.0001,12,4,0.494425,687.25226593
7,20,1,1,6,100,0.0001,13,3,0.479661,695.028105021
7,20,1,1,6,100,0.0001,14,2,0.453017,700.763898134
7,20,1,1,6,100,0.0001,15,1,0.468555,792.345092058
11,16,1,1,6,100,0.0001,2,14,0.472837,790.432224035
11,16,1,1,6,100,0.0001,3,13,0.439553,710.656386137
11,16,1,1,6,100,0.0001,4,12,0.478909,728.46272397
11,16,1,1,6,100,0.0001,5,11,0.498812,718.471357107
11,16,1,1,6,100,0.0001,6,10,0.446069,567.464581966
11,16,1,1,6,100,0.0001,7,9,0.486131,692.44973588
11,16,1,1,6,100,0.0001,8,8,0.483014,712.366136074
11,16,1,1,6,100,0.0001,9,7,0.481461,717.625614882
11,16,1,1,6,100,0.0001,10,6,0.494453,622.021178961
11,16,1,1,6,100,0.0001,11,5,0.480387,661.256062031
11,16,1,1,6,100,0.0001,12,4,0.491641,654.131905079
11,16,1,1,6,100,0.0001,13,3,0.479897,662.859801054
11,16,1,1,6,100,0.0001,14,2,0.482643,645.599404097
11,16,1,1,6,100,0.0001,15,1,0.490723,661.998697042
13,14,1,1,6,100,0.0001,2,14,0.483628,815.792791843
13,14,1,1,6,100,0.0001,3,13,0.496167,745.114259005
13,14,1,1,6,100,0.0001,4,12,0.49348,678.296721935
13,14,1,1,6,100,0.0001,5,11,0.498777,711.518316031
13,14,1,1,6,100,0.0001,6,10,0.457161,709.896749973
13,14,1,1,6,100,0.0001,7,9,0.462772,629.685318947
13,14,1,1,6,100,0.0001,8,8,0.481808,634.857246161
13,14,1,1,6,100,0.0001,9,7,0.489212,611.222976923
13,14,1,1,6,100,0.0001,10,6,0.477375,633.855293036
13,14,1,1,6,100,0.0001,11,5,0.48163,696.27835989
13,14,1,1,6,100,0.0001,12,4,0.467959,682.023088932
13,14,1,1,6,100,0.0001,13,3,0.496653,557.96012187
13,14,1,1,6,100,0.0001,14,2,0.499779,647.691928148
13,14,1,1,6,100,0.0001,15,1,0.493366,739.738531113
15,12,1,1,6,100,0.0001,2,14,0.460999,843.262833118
15,12,1,1,6,100,0.0001,3,13,0.46605,687.297465086
15,12,1,1,6,100,0.0001,4,12,0.497995,741.633176088
15,12,1,1,6,100,0.0001,5,11,0.477146,594.049010992
15,12,1,1,6,100,0.0001,6,10,0.48437,593.701659203
15,12,1,1,6,100,0.0001,7,9,0.490751,613.584882021
15,12,1,1,6,100,0.0001,8,8,0.47354,627.738965988
15,12,1,1,6,100,0.0001,9,7,0.491969,552.602168798
15,12,1,1,6,100,0.0001,10,6,0.47542,620.96758914
15,12,1,1,6,100,0.0001,11,5,0.487283,657.946424007
15,12,1,1,6,100,0.0001,12,4,0.475388,633.200520992
15,12,1,1,6,100,0.0001,13,3,0.482661,608.252908945
15,12,1,1,6,100,0.0001,14,2,0.422296,626.572942019
15,12,1,1,6,100,0.0001,15,1,0.474047,651.037270069
17,10,1,1,6,100,0.0001,2,14,0.47226,1145.08980203
17,10,1,1,6,100,0.0001,3,13,0.45759,796.496279001
17,10,1,1,6,100,0.0001,4,12,0.45002,702.317447901
