step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509115983.077393,1.599168,2.302661,0,5,31,4,12
2,2,1509115983.361322,0.263326,2.300400,0,5,31,4,12
3,1,1509115983.432792,1.957568,2.305033,0,5,31,4,12
4,1,1509115983.568543,1.573944,2.300576,0,5,31,4,12
5,1,1509115983.680865,1.759474,2.303207,0,5,31,4,12
6,3,1509115983.772328,0.409430,2.294677,0,5,31,4,12
7,4,1509115983.786489,0.339213,2.311814,0,5,31,4,12
8,1,1509115983.812016,1.880144,2.307502,0,5,31,4,12
9,1,1509115984.010269,1.958396,2.305901,0,5,31,4,12
10,5,1509115984.012280,0.422124,2.281351,0,5,31,4,12
11,1,1509115984.036245,2.074463,2.304065,0,5,31,4,12
12,1,1509115984.131748,2.223697,2.302511,0,5,31,4,12
13,7,1509115984.141116,0.367380,2.293220,0,5,31,4,12
14,1,1509115984.157071,2.260586,2.306557,0,5,31,4,12
15,1,1509115984.182251,2.122097,2.303442,0,5,31,4,12
16,1,1509115984.224806,2.336125,2.298929,0,5,31,4,12
17,1,1509115984.226885,2.258406,2.305043,0,5,31,4,12
18,1,1509115984.312237,2.405064,2.304956,0,5,31,4,12
19,1,1509115984.325097,2.312488,2.304210,0,5,31,4,12
20,1,1509115984.365308,2.400777,2.311363,0,5,31,4,12
21,1,1509115984.367400,2.412523,2.307787,0,5,31,4,12
22,1,1509115984.379002,2.463049,2.305906,0,5,31,4,12
23,1,1509115984.390670,2.451512,2.304802,0,5,31,4,12
24,1,1509115984.397083,2.483382,2.304948,0,5,31,4,12
25,1,1509115984.408743,2.395887,2.307049,0,5,31,4,12
26,1,1509115984.428484,2.467643,2.302783,0,5,31,4,12
27,1,1509115984.438761,2.434344,2.306567,0,5,31,4,12
28,1,1509115984.455226,2.548346,2.303183,0,5,31,4,12
29,1,1509115984.509195,2.502037,2.303087,0,5,31,4,12
30,1,1509115984.552670,2.575347,2.305664,0,5,31,4,12
31,6,1509115984.584528,0.882075,2.275582,0,5,31,4,12
32,1,1509115984.592753,2.609695,2.296131,0,5,31,4,12
33,1,1509115984.606002,2.670390,2.300235,0,5,31,4,12
34,9,1509115984.635565,0.803210,2.301413,0,5,31,4,12
35,1,1509115984.653359,2.695611,2.308681,0,5,31,4,12
36,1,1509115984.673061,3.171322,2.307277,0,5,31,4,12
37,1,1509115984.704667,2.690931,2.305617,0,5,31,4,12
38,11,1509115984.743891,0.730196,2.302276,0,5,31,4,12
39,8,1509115984.770987,0.983694,2.276668,0,5,31,4,12
40,14,1509115984.794289,0.651673,2.266947,0,5,31,4,12
41,16,1509115984.804807,0.602424,2.265626,0,5,31,4,12
42,1,1509115984.862284,2.872669,2.303671,0,5,31,4,12
43,18,1509115984.887632,0.641960,2.262317,0,5,31,4,12
44,11,1509115984.910579,0.879205,2.279068,0,5,31,4,12
45,16,1509115984.927646,0.749279,2.274540,0,5,31,4,12
46,12,1509115984.939971,0.880831,2.289880,0,5,31,4,12
47,14,1509115984.989492,0.845029,2.268894,0,5,31,4,12
48,18,1509115985.028582,0.780862,2.264561,0,5,31,4,12
49,20,1509115985.157931,0.824164,2.268913,0,5,31,4,12
50,20,1509115985.287537,0.939951,2.237774,0,5,31,4,12
51,24,1509115985.476337,1.088120,2.243596,0,5,31,4,12
52,24,1509115985.482533,1.092024,2.250602,0,5,31,4,12
53,29,1509115985.528161,1.077958,2.246193,0,5,31,4,12
54,26,1509115985.533009,1.121657,2.252648,0,5,31,4,12
55,24,1509115985.644849,1.258040,2.234721,0,5,31,4,12
56,26,1509115985.676413,1.259140,2.223658,0,5,31,4,12
57,27,1509115985.738355,1.308379,2.280646,0,5,31,4,12
58,35,1509115985.750757,1.113698,2.252419,0,5,31,4,12
59,29,1509115985.784452,1.324852,2.235980,0,5,31,4,12
60,42,1509115985.803893,1.008103,2.199614,0,5,31,4,12
61,34,1509115985.894467,1.282030,2.229191,0,5,31,4,12
62,40,1509115985.895156,1.122745,2.197706,0,5,31,4,12
63,37,1509115985.930617,1.255947,2.246576,0,5,31,4,12
64,50,1509115985.956280,0.797441,2.191257,0,5,31,4,12
65,47,1509115985.961183,1.020345,2.183031,0,5,31,4,12
66,44,1509115985.984186,1.100579,2.191987,0,5,31,4,12
67,45,1509115985.999181,1.087129,2.217473,0,5,31,4,12
68,42,1509115986.011291,1.205065,2.216336,0,5,31,4,12
69,49,1509115986.026337,0.996536,2.202166,0,5,31,4,12
70,31,1509115986.037403,1.471702,2.237987,0,5,31,4,12
71,30,1509115986.043453,1.514058,2.249604,0,5,31,4,12
72,51,1509115986.045627,0.756621,2.206713,0,5,31,4,12
73,34,1509115986.053571,1.426487,2.236907,0,5,31,4,12
74,29,1509115986.058669,1.583300,2.249192,0,5,31,4,12
75,39,1509115986.096069,1.351266,2.224270,0,5,31,4,12
76,33,1509115986.140975,1.554963,2.262624,0,5,31,4,12
77,46,1509115986.157977,1.228865,2.225325,0,5,31,4,12
78,37,1509115986.183908,1.509296,2.250476,0,5,31,4,12
79,38,1509115986.206191,1.478416,2.231010,0,5,31,4,12
80,48,1509115986.231116,1.240149,2.192766,0,5,31,4,12
81,53,1509115986.365039,0.880960,2.144759,0,5,31,4,12
82,44,1509115986.366342,1.477196,2.232443,0,5,31,4,12
83,55,1509115986.446214,0.911676,2.145657,0,5,31,4,12
84,52,1509115986.484338,1.006531,2.143679,0,5,31,4,12
