job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig
CNN_1027_145258,1339.516671,5.665813,0.500000,CNN,100,0.000100,0.470443,40,60,100,1000,20,7
