job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration,estimation_func
LR_1204_140044,1096.309184,9.482845,0.070000,LR,2000,0.000100,0.068725,20,60,100,500,14,1,8404,626.999033,bo
