step,local_step,timestamp,elapsed_time_sec,loss,config_idx,ps_num,worker_num,intra_op_parallelism_threads,inter_op_parallelism_threads
1,1,1509427069.639961,112.764336,0.693146,0,20,16,3,13
2,1,1509427071.458007,114.581064,0.693146,0,20,16,3,13
3,1,1509427072.412725,115.537512,0.693146,0,20,16,3,13
4,1,1509427076.576339,119.701202,0.693146,0,20,16,3,13
5,1,1509427078.333594,121.458170,0.693146,0,20,16,3,13
6,1,1509427079.284571,122.404096,0.693146,0,20,16,3,13
7,1,1509427079.832370,122.954480,0.693146,0,20,16,3,13
8,1,1509427080.578113,123.699276,0.693146,0,20,16,3,13
9,1,1509427081.346846,124.471887,0.693146,0,20,16,3,13
10,1,1509427081.859183,124.982203,0.693146,0,20,16,3,13
11,1,1509427082.945512,126.070401,0.693146,0,20,16,3,13
12,1,1509427083.492894,126.571583,0.693146,0,20,16,3,13
13,1,1509427084.182220,127.307528,0.693146,0,20,16,3,13
14,1,1509427084.863070,127.987271,0.693146,0,20,16,3,13
15,1,1509427085.441684,128.558800,0.693146,0,20,16,3,13
16,1,1509427087.742346,130.866889,0.693146,0,20,16,3,13
17,2,1509427096.507770,26.845629,0.662204,0,20,16,3,13
18,3,1509427103.384552,31.909240,0.660176,0,20,16,3,13
19,4,1509427110.179471,37.745592,0.657821,0,20,16,3,13
20,5,1509427114.918334,38.319888,0.654108,0,20,16,3,13
21,6,1509427122.544901,44.189012,0.651370,0,20,16,3,13
22,13,1509427132.499183,49.004521,0.627520,0,20,16,3,13
23,11,1509427137.641456,56.269833,0.636574,0,20,16,3,13
24,18,1509427147.909097,51.399817,0.614343,0,20,16,3,13
25,15,1509427149.675982,64.791274,0.621581,0,20,16,3,13
26,11,1509427154.375725,72.495603,0.636574,0,20,16,3,13
27,8,1509427171.022538,91.720891,0.645591,0,20,16,3,13
28,9,1509427175.644568,95.044992,0.642611,0,20,16,3,13
29,8,1509427176.179240,96.325416,0.645591,0,20,16,3,13
30,16,1509427187.904203,102.440502,0.621581,0,20,16,3,13
31,19,1509427195.468939,92.082853,0.611508,0,20,16,3,13
32,20,1509427197.691148,87.510117,0.608856,0,20,16,3,13
33,21,1509427198.519727,83.599874,0.607211,0,20,16,3,13
34,14,1509427208.614192,124.411245,0.624537,0,20,16,3,13
35,13,1509427209.135890,126.172324,0.630525,0,20,16,3,13
36,22,1509427215.043278,92.496875,0.603887,0,20,16,3,13
37,23,1509427216.441722,83.940838,0.599888,0,20,16,3,13
38,24,1509427217.185640,79.542609,0.596000,0,20,16,3,13
39,25,1509427227.039214,79.128591,0.592402,0,20,16,3,13
40,27,1509427227.620258,73.243040,0.585305,0,20,16,3,13
41,17,1509427228.837738,141.073236,0.618656,0,20,16,3,13
42,26,1509427230.199293,80.521797,0.588729,0,20,16,3,13
43,28,1509427234.367633,63.343549,0.578286,0,20,16,3,13
44,30,1509427237.333257,61.152490,0.574170,0,20,16,3,13
45,29,1509427241.799482,66.153410,0.574170,0,20,16,3,13
46,31,1509427246.180096,58.274544,0.571160,0,20,16,3,13
47,32,1509427252.428057,56.957599,0.573875,0,20,16,3,13
48,34,1509427254.575880,56.054605,0.571431,0,20,16,3,13
49,33,1509427259.681367,61.988670,0.572649,0,20,16,3,13
50,35,1509427265.192703,56.576776,0.557785,0,20,16,3,13
51,36,1509427270.015982,60.878657,0.557785,0,20,16,3,13
52,37,1509427272.143503,57.098716,0.565177,0,20,16,3,13
53,39,1509427275.941756,58.754579,0.562870,0,20,16,3,13
54,38,1509427280.732828,64.289376,0.564019,0,20,16,3,13
55,40,1509427288.515541,61.474852,0.558404,0,20,16,3,13
56,41,1509427293.009362,65.387574,0.557036,0,20,16,3,13
57,43,1509427298.656106,68.455356,0.553151,0,20,16,3,13
58,44,1509427300.534434,66.165251,0.551570,0,20,16,3,13
59,45,1509427301.977272,64.642460,0.550026,0,20,16,3,13
60,46,1509427306.209195,64.408198,0.547124,0,20,16,3,13
61,47,1509427308.762568,62.580902,0.544984,0,20,16,3,13
62,49,1509427311.531049,56.953674,0.544548,0,20,16,3,13
63,48,1509427314.082980,61.653421,0.545637,0,20,16,3,13
64,50,1509427315.039210,55.356245,0.542778,0,20,16,3,13
65,51,1509427315.879006,50.684733,0.533746,0,20,16,3,13
66,42,1509427316.195295,87.356037,0.540556,0,20,16,3,13
67,55,1509427353.608760,29.951076,0.495065,1,27,9,10,6
68,55,1509427355.258188,31.632332,0.495065,1,27,9,10,6
69,55,1509427382.879249,59.256696,0.495065,1,27,9,10,6
70,55,1509427385.800766,62.134784,0.495065,1,27,9,10,6
71,55,1509427388.445430,64.823738,0.495065,1,27,9,10,6
72,55,1509427389.075040,65.453674,0.495065,1,27,9,10,6
73,55,1509427391.011099,67.356688,0.495065,1,27,9,10,6
