job_id,runtime_sec,avg_recovery_time_sec,target_loss,ml_model,batch_size,learning_rate,final_lossos_size,os_size,n_iter_per_os,online_os_size,online_n_iter_per_os,check_reconfig,do_reconfig,total_iteration,init_duration
SVM_1028_142330,1766.823535,5.273979,0.070000,SVM,2000,0.000100,0.064532,10,60,100,300,19,11,6494,339.136995
